id_transaction;date;card;client;date_of_birth;passport;passport_valid_to;phone;operation_type;amount;operation_result;terminal_type;city;address
729597148;2024-05-26 04:51:45;ff1ed368;2-15743;1952-06-04;b9422bd7;бессрочно;abb37388;Оплата;342.25;Успешно;POS;Кострома;Кострома, ул. Нефтяников, д. 617 к. 56
134943424;2024-05-26 04:51:45;a1df0368;9-62529;1996-01-18;46af0833;2041-01-06;44cc7d9c;Снятие;19200.0;Успешно;ATM;Москва;Москва, ш. 8 Марта, д. 61 стр. 601
146775437;2024-05-26 04:51:56;13dfca0e;9-12845;1973-10-28;9cb05b18;бессрочно;5f0c13c8;Оплата;256.87;Отказ;POS;Москва;Москва, ул. Кирова, д. 236
114319671;2024-05-26 04:52:03;0e0e9e75;2-37833;1980-10-24;c3270f64;2025-10-13;6698c50b;Снятие;30200.0;Успешно;ATM;Москва;Москва, пр. Буденного, д. 276 стр. 693
453157457;2024-05-26 04:52:09;f9f81c03;4-99722;1957-03-04;b47f4dc5;бессрочно;e8b34eb3;Оплата;2413.64;Успешно;WEB;Москва;Москва, ш. Монтажников, д. 7 к. 82
700927701;2024-05-26 04:52:12;cf51fde9;1-88480;1980-05-14;64c129e1;2025-05-03;5d43a928;Снятие;3700.0;Успешно;ATM;Москва;Москва, пер. Коммунальный, д. 768 стр. 4
482606515;2024-05-26 04:52:14;05e6f846;5-15537;1952-06-12;e1d24a05;бессрочно;f84f10ac;Снятие;200.0;Успешно;ATM;Тула;Тула, ш. Бажова, д. 5 стр. 6
990239054;2024-05-26 04:52:27;a4652d88;9-88113;1980-01-01;67051856;2024-12-20;82f39701;Пополнение;200.0;Отказ;ATM;Москва;Москва, ул. Техническая, д. 2/6 стр. 267
739748440;2024-05-26 04:52:33;1e6274e7;4-87812;1959-06-28;c4d81957;бессрочно;a21ce52c;Оплата;76997.26;Успешно;POS;Москва;Москва, алл. Камская, д. 15 стр. 59
236917178;2024-05-26 04:52:41;38b90fc3;9-13386;2000-05-19;9,9804E+78;2045-05-08;cb6bdf44;Снятие;2500.0;Отказ;ATM;Москва;Москва, наб. Дачная, д. 639 к. 3/3
103944136;2024-05-26 04:52:42;1d3ee07a;4-12995;1965-10-10;91e5e0ab;бессрочно;c467a39b;Оплата;14995.68;Успешно;POS;Москва;Москва, бул. Володарского, д. 33 стр. 2/6
134747522;2024-05-26 04:52:45;995b7b17;4-58506;1994-11-17;7670bfa3;2039-11-06;2dda0a30;Оплата;91645.71;Отказ;WEB;Москва;Москва, пер. Заводской, д. 5 к. 2
989686038;2024-05-26 04:52:55;2404d023;5-41377;1990-12-19;673f9d77;2035-12-08;bf9e2899;Пополнение;1700.0;Успешно;ATM;Москва;Москва, ш. Российское, д. 33 стр. 958
315439869;2024-05-26 04:52:58;169ebdc3;5-47850;1992-07-09;31a1d9c2;2037-06-28;e5de12f1;Пополнение;2700.0;Отказ;ATM;Москва;Москва, ш. Геологическое, д. 17 к. 5
973091599;2024-05-26 04:53:00;18831ef5;8-34073;1969-07-15;befe00e0;бессрочно;c45b8649;Оплата;544560.14;Отказ;WEB;Москва;Москва, пер. Прохладный, д. 458 к. 8
911643356;2024-05-26 04:53:16;f401da83;1-36181;2002-03-03;ddb2e084;2047-02-20;24c0c731;Пополнение;2900.0;Успешно;ATM;Екатеринбург;Екатеринбург, бул. Шолохова, д. 44 стр. 3/8
173559046;2024-05-26 04:53:37;9,2722E+05;7-67277;1952-05-16;131e8267;бессрочно;6b0ebfb2;Оплата;124.11;Успешно;POS;Москва;Москва, алл. Жукова, д. 42 стр. 1/8
921337577;2024-05-26 04:53:43;48013de5;1-56852;1961-02-20;ee6a1275;бессрочно;bd8a21f0;Перевод;156.85;Успешно;WEB;Кострома;Кострома, наб. Строителей, д. 22 стр. 85
500287305;2024-05-26 04:53:43;96d59bed;6-96863;1962-04-07;6e42c5ce;бессрочно;a3d9fc14;Перевод;3261.47;Успешно;WEB;Москва;Москва, пер. Энгельса, д. 2 стр. 3
507306684;2024-05-26 04:53:45;962a6acd;3-41095;1959-08-28;e083af4a;бессрочно;5e200232;Снятие;300.0;Отказ;ATM;Москва;Москва, алл. Минина, д. 5/7 стр. 17
358355094;2024-05-26 04:53:53;249768a0;6-48328;1948-11-14;7c24fca2;бессрочно;daaed8a9;Снятие;1500.0;Отказ;ATM;Москва;Москва, бул. Сенной, д. 731
918531668;2024-05-26 04:54:09;65b3ef26;7-73644;1967-11-02;e22724ff;бессрочно;efd9b6c0;Снятие;800.0;Успешно;ATM;Тюмень;Тюмень, наб. Пригородная, д. 7 к. 4
927241320;2024-05-26 04:54:18;1ec15c83;8-12316;1945-11-06;dc16d262;бессрочно;e6f53c1a;Пополнение;1100.0;Успешно;ATM;Ярославль;Ярославль, ул. Механизаторов, д. 101 стр. 76
652109953;2024-05-26 04:54:34;0ffc01a9;8-13770;1991-07-07;22f0c75d;2036-06-25;00cbd3a1;Оплата;241878.54;Отказ;WEB;Москва;Москва, ш. Камское, д. 340 к. 8
359695434;2024-05-26 04:54:35;05e6f846;5-15537;1952-06-12;e1d24a05;бессрочно;f84f10ac;Снятие;300.0;Отказ;ATM;Тула;Тула, ш. Бажова, д. 5 стр. 6
760505678;2024-05-26 04:54:59;ce45c6ee;5-80158;1995-08-19;1f519d8d;2040-08-07;17315db8;Снятие;900.0;Успешно;ATM;Москва;Москва, бул. Радищева, д. 3
711636123;2024-05-26 04:55:02;9,2722E+05;7-67277;1952-05-16;131e8267;бессрочно;6b0ebfb2;Оплата;752.43;Отказ;POS;Москва;Москва, алл. Жукова, д. 42 стр. 1/8
958009155;2024-05-26 04:55:17;3a5ca4ec;2-78754;1972-07-27;31736ef2;бессрочно;f321c3c6;Оплата;68071.21;Успешно;POS;Москва;Москва, бул. Островского, д. 36
379463889;2024-05-26 04:55:25;249768a0;6-48328;1948-11-14;7c24fca2;бессрочно;daaed8a9;Снятие;1500.0;Успешно;ATM;Москва;Москва, бул. Сенной, д. 731
904324937;2024-05-26 04:55:26;e2722d6d;6-48344;1986-09-23;8e74e07a;2031-09-12;a5405501;Перевод;49811.48;Отказ;WEB;Москва;Москва, бул. Физкультурный, д. 8/3 к. 56
580169848;2024-05-26 04:55:35;18831ef5;8-34073;1969-07-15;befe00e0;бессрочно;c45b8649;Оплата;343358.78;Отказ;WEB;Москва;Москва, пер. Прохладный, д. 458 к. 8
567489089;2024-05-26 04:55:58;c9e91a6f;7-82437;1969-11-02;e6b7ab33;бессрочно;7883fca0;Оплата;96706.45;Успешно;POS;Москва;Москва, алл. Нефтяников, д. 12
473067331;2024-05-26 04:55:59;7b4b5bc0;4-12496;1981-04-14;dcb37e77;2026-04-03;7e20a883;Снятие;400.0;Успешно;ATM;Москва;Москва, алл. Учительская, д. 15
196302779;2024-05-26 04:56:02;b5e30c2b;5-18731;1997-07-18;201f1079;2042-07-07;973aeaa5;Перевод;185734.95;Успешно;WEB;Москва;Москва, наб. Новостройка, д. 8
642759439;2024-05-26 04:56:05;1ec15c83;8-12316;1945-11-06;dc16d262;бессрочно;e6f53c1a;Пополнение;2200.0;Успешно;ATM;Ярославль;Ярославль, ул. Механизаторов, д. 101 стр. 76
184778931;2024-05-26 04:56:24;962a6acd;3-41095;1959-08-28;e083af4a;бессрочно;5e200232;Снятие;700.0;Успешно;ATM;Москва;Москва, алл. Минина, д. 5/7 стр. 17
967828195;2024-05-26 04:56:40;ffc7c142;9-40318;1986-04-30;00b6dcad;2031-04-19;eb337fda;Пополнение;2100.0;Успешно;ATM;Екатеринбург;Екатеринбург, наб. Боровая, д. 82
552221320;2024-05-26 04:56:46;7df24ca0;3-27843;1945-10-20;88cdc770;бессрочно;65ccaa43;Пополнение;200.0;Успешно;ATM;Москва;Москва, ш. Вокзальное, д. 71 стр. 49
260006659;2024-05-26 04:56:48;f18c6c1f;3-75373;2004-12-28;52fbf350;2024-12-23;ef53d750;Пополнение;600.0;Успешно;ATM;Москва;Москва, алл. Боровая, д. 7
749746677;2024-05-26 04:56:53;a5b6b4ee;4-67652;1948-11-30;6075892e;бессрочно;6bbba65a;Оплата;2062.85;Успешно;POS;Москва;Москва, ул. Комсомольская, д. 75 к. 42
165969099;2024-05-26 04:56:55;35c8474e;9-33471;2005-06-29;d8fbab40;2025-06-24;f6cbe127;Пополнение;700.0;Успешно;ATM;Махачкала;Махачкала, пер. Трудовой, д. 50
488027091;2024-05-26 04:57:02;0d446ca4;1-33633;1958-06-18;a174b7e7;бессрочно;be815997;Пополнение;15200.0;Отказ;ATM;Москва;Москва, алл. Алтайская, д. 4 к. 519
329082200;2024-05-26 04:57:09;ce45c6ee;5-80158;1995-08-19;1f519d8d;2040-08-07;17315db8;Снятие;400.0;Успешно;ATM;Москва;Москва, бул. Радищева, д. 3
215119607;2024-05-26 04:57:09;1e6274e7;4-87812;1959-06-28;c4d81957;бессрочно;a21ce52c;Оплата;79661.43;Успешно;POS;Москва;Москва, алл. Камская, д. 15 стр. 59
142488682;2024-05-26 04:57:16;db399cde;3-10117;1965-12-18;287e74f5;бессрочно;f4d58186;Пополнение;1400.0;Успешно;ATM;Москва;Москва, алл. Линейная, д. 353 стр. 3/2
417509198;2024-05-26 04:57:25;753bdba5;7-54357;1947-10-16;5985bb3a;бессрочно;6f58f235;Снятие;22800.0;Успешно;ATM;Москва;Москва, наб. Свободная, д. 9
255023497;2024-05-26 04:57:26;9,2722E+05;7-67277;1952-05-16;131e8267;бессрочно;6b0ebfb2;Оплата;882.33;Отказ;POS;Москва;Москва, алл. Жукова, д. 42 стр. 1/8
542541073;2024-05-26 04:57:41;18831ef5;8-34073;1969-07-15;befe00e0;бессрочно;c45b8649;Оплата;322173.31;Отказ;WEB;Москва;Москва, пер. Прохладный, д. 458 к. 8
753631283;2024-05-26 04:58:01;c9e91a6f;7-82437;1969-11-02;e6b7ab33;бессрочно;7883fca0;Оплата;95457.94;Успешно;POS;Москва;Москва, алл. Нефтяников, д. 12
961617417;2024-05-26 04:58:08;a1df0368;9-62529;1996-01-18;46af0833;2041-01-06;44cc7d9c;Снятие;30500.0;Успешно;ATM;Москва;Москва, ш. 8 Марта, д. 61 стр. 601
689232201;2024-05-26 04:58:09;b2004efb;2-22580;1967-02-22;3bcb1c33;бессрочно;cfe03774;Перевод;3126.25;Успешно;WEB;Москва;Москва, ул. Воронежская, д. 4/7 стр. 5
849907575;2024-05-26 04:58:10;9ab66f43;8-45892;1948-04-30;2ae01596;бессрочно;be214793;Снятие;400.0;Успешно;ATM;Кострома;Кострома, алл. Инженерная, д. 92 к. 73
155051078;2024-05-26 04:58:23;db1fb1f2;6-35043;1990-12-03;fe2659fe;2035-11-22;ca780aa1;Перевод;225695.58;Успешно;WEB;Москва;Москва, пр. Машиностроителей, д. 834
784744821;2024-05-26 04:58:23;3a5ca4ec;2-78754;1972-07-27;31736ef2;бессрочно;f321c3c6;Оплата;88064.77;Отказ;POS;Москва;Москва, бул. Островского, д. 36
648764512;2024-05-26 04:58:34;db399cde;3-10117;1965-12-18;287e74f5;бессрочно;f4d58186;Пополнение;1800.0;Успешно;ATM;Москва;Москва, алл. Линейная, д. 353 стр. 3/2
180515836;2024-05-26 04:58:41;19c0820d;6-50990;2000-01-07;2ad84155;2044-12-26;f9abe662;Оплата;2109.09;Успешно;POS;Екатеринбург;Екатеринбург, ш. Олега Кошевого, д. 92
168515215;2024-05-26 04:59:14;1e6274e7;4-87812;1959-06-28;c4d81957;бессрочно;a21ce52c;Оплата;50445.77;Успешно;POS;Москва;Москва, алл. Камская, д. 15 стр. 59
518873219;2024-05-26 04:59:29;b5e30c2b;5-18731;1997-07-18;201f1079;2042-07-07;973aeaa5;Оплата;108027.04;Успешно;WEB;Москва;Москва, наб. Новостройка, д. 8
405932602;2024-05-26 04:59:45;7f0629d2;4-93993;1970-03-02;8135d074;бессрочно;4ae34e3f;Снятие;4900.0;Отказ;ATM;Москва;Москва, ул. Полтавская, д. 9 к. 196
774273227;2024-05-26 04:59:47;ffc7c142;9-40318;1986-04-30;00b6dcad;2031-04-19;eb337fda;Пополнение;1200.0;Успешно;ATM;Екатеринбург;Екатеринбург, наб. Боровая, д. 82
667788357;2024-05-26 04:59:48;ff1ed368;2-15743;1952-06-04;b9422bd7;бессрочно;abb37388;Оплата;574.27;Отказ;POS;Кострома;Кострома, ул. Нефтяников, д. 617 к. 56
423049709;2024-05-26 05:00:29;0e0e9e75;2-37833;1980-10-24;c3270f64;2025-10-13;6698c50b;Снятие;30900.0;Отказ;ATM;Москва;Москва, пр. Буденного, д. 276 стр. 693
638738971;2024-05-26 05:00:32;c356c026;6-59867;1949-04-20;cffa1131;бессрочно;f1a6b195;Оплата;1125.6;Успешно;WEB;Москва;Москва, ш. Краснофлотское, д. 44
728193600;2024-05-26 05:00:33;65b3ef26;7-73644;1967-11-02;e22724ff;бессрочно;efd9b6c0;Снятие;400.0;Успешно;ATM;Тюмень;Тюмень, наб. Пригородная, д. 7 к. 4
691182004;2024-05-26 05:00:52;0f7bada5;5-67561;1977-08-23;64d01912;бессрочно;d2f8fe69;Снятие;24800.0;Успешно;ATM;Москва;Москва, ул. Репина, д. 200 стр. 146
988609259;2024-05-26 05:00:53;9ab66f43;8-45892;1948-04-30;2ae01596;бессрочно;be214793;Снятие;400.0;Отказ;ATM;Кострома;Кострома, алл. Инженерная, д. 92 к. 73
547047983;2024-05-26 05:01:11;2256d430;1-97172;1981-12-31;105bf69f;2026-12-20;94f0e814;Перевод;90160.89;Успешно;WEB;Москва;Москва, наб. Прибрежная, д. 380 к. 38
535169405;2024-05-26 05:01:14;6c0a8e3d;1-59849;1945-09-19;2ca3ebe3;бессрочно;304cf94d;Оплата;333.03;Отказ;WEB;Москва;Москва, алл. Тельмана, д. 96 к. 6/4
852984085;2024-05-26 05:01:18;9d0d332b;7-40013;1982-05-20;9f9add26;2027-05-09;6b1445bf;Перевод;283.97;Успешно;WEB;Москва;Москва, ш. Приморское, д. 73 к. 28
727112498;2024-05-26 05:01:23;249768a0;6-48328;1948-11-14;7c24fca2;бессрочно;daaed8a9;Снятие;2900.0;Успешно;ATM;Москва;Москва, бул. Сенной, д. 731
243077035;2024-05-26 05:01:39;7b4b5bc0;4-12496;1981-04-14;dcb37e77;2026-04-03;7e20a883;Снятие;600.0;Успешно;ATM;Москва;Москва, алл. Учительская, д. 15
277221589;2024-05-26 05:03:08;3f40975e;8-63423;1960-03-29;a0e545a1;бессрочно;420faeca;Пополнение;700.0;Успешно;ATM;Москва;Москва, наб. Заводская, д. 2 к. 6
340602918;2024-05-26 05:03:11;a5b6b4ee;4-67652;1948-11-30;6075892e;бессрочно;6bbba65a;Оплата;2093.43;Успешно;POS;Москва;Москва, ул. Комсомольская, д. 75 к. 42
516123575;2024-05-26 05:03:13;0f7bada5;5-67561;1977-08-23;64d01912;бессрочно;d2f8fe69;Снятие;17900.0;Отказ;ATM;Москва;Москва, ул. Репина, д. 200 стр. 146
181673108;2024-05-26 05:03:17;034e2156;4-53090;2003-12-29;1f8d7a02;2048-12-17;00388a3a;Оплата;7735.18;Отказ;POS;Тула;Тула, пр. Терешковой, д. 9/1 стр. 5
223424362;2024-05-26 05:03:18;48013de5;1-56852;1961-02-20;ee6a1275;бессрочно;bd8a21f0;Оплата;561.13;Успешно;WEB;Кострома;Кострома, наб. Строителей, д. 22 стр. 85
628633470;2024-05-26 05:03:25;5b720508;8-88324;1970-11-09;65064365;бессрочно;cbdaae7d;Снятие;3100.0;Успешно;ATM;Москва;Москва, пер. Горняцкий, д. 168 стр. 11
276239313;2024-05-26 05:03:29;249768a0;6-48328;1948-11-14;7c24fca2;бессрочно;daaed8a9;Снятие;2800.0;Успешно;ATM;Москва;Москва, бул. Сенной, д. 731
558274460;2024-05-26 05:03:29;7f0629d2;4-93993;1970-03-02;8135d074;бессрочно;4ae34e3f;Снятие;4100.0;Успешно;ATM;Москва;Москва, ул. Полтавская, д. 9 к. 196
507674667;2024-05-26 05:03:30;6040a31f;6-29560;1957-09-15;b8ed9a81;бессрочно;4bfbe1d2;Пополнение;3900.0;Отказ;ATM;Москва;Москва, ш. Детское, д. 7 к. 24
339576562;2024-05-26 05:03:35;c356c026;6-59867;1949-04-20;cffa1131;бессрочно;f1a6b195;Перевод;2501.65;Успешно;WEB;Москва;Москва, ш. Краснофлотское, д. 44
132431207;2024-05-26 05:03:39;c9e91a6f;7-82437;1969-11-02;e6b7ab33;бессрочно;7883fca0;Оплата;66278.11;Успешно;POS;Москва;Москва, алл. Нефтяников, д. 12
973807447;2024-05-26 05:04:10;0d0b7229;6-17342;1965-12-25;755aec45;бессрочно;9bff6a30;Оплата;222710.83;Успешно;POS;Москва;Москва, ул. Брянская, д. 8
573809143;2024-05-26 05:04:27;db1fb1f2;6-35043;1990-12-03;fe2659fe;2035-11-22;ca780aa1;Перевод;171122.62;Успешно;WEB;Москва;Москва, пр. Машиностроителей, д. 834
628096201;2024-05-26 05:04:27;3a5ca4ec;2-78754;1972-07-27;31736ef2;бессрочно;f321c3c6;Оплата;85081.88;Успешно;POS;Москва;Москва, бул. Островского, д. 36
665985977;2024-05-26 05:04:28;0d446ca4;1-33633;1958-06-18;a174b7e7;бессрочно;be815997;Пополнение;32400.0;Успешно;ATM;Москва;Москва, алл. Алтайская, д. 4 к. 519
809397632;2024-05-26 05:04:29;034e2156;4-53090;2003-12-29;1f8d7a02;2048-12-17;00388a3a;Оплата;6975.38;Успешно;POS;Тула;Тула, пр. Терешковой, д. 9/1 стр. 5
200739909;2024-05-26 05:04:48;ad54bc17;9-37267;2006-01-29;3604a03c;2026-01-24;6fc458f0;Пополнение;900.0;Успешно;ATM;Москва;Москва, пер. Красногвардейский, д. 6/1 стр. 89
753641596;2024-05-26 05:04:51;ccd30d2c;8-19015;1970-07-21;ebbdb3da;бессрочно;6113ef9e;Снятие;1800.0;Успешно;ATM;Москва;Москва, алл. Волжская, д. 42
256207845;2024-05-26 05:04:58;ac511030;8-97809;1962-10-22;248df448;бессрочно;8061e93d;Пополнение;2300.0;Успешно;ATM;Екатеринбург;Екатеринбург, алл. Омская, д. 40 к. 9
308562539;2024-05-26 05:05:26;5b720508;8-88324;1970-11-09;65064365;бессрочно;cbdaae7d;Снятие;4700.0;Успешно;ATM;Москва;Москва, пер. Горняцкий, д. 168 стр. 11
221811284;2024-05-26 05:05:32;9d0d332b;7-40013;1982-05-20;9f9add26;2027-05-09;6b1445bf;Перевод;809.38;Успешно;WEB;Москва;Москва, ш. Приморское, д. 73 к. 28
498276809;2024-05-26 05:05:43;1e6274e7;4-87812;1959-06-28;c4d81957;бессрочно;a21ce52c;Оплата;51602.63;Отказ;POS;Москва;Москва, алл. Камская, д. 15 стр. 59
425206277;2024-05-26 05:05:55;6c0a8e3d;1-59849;1945-09-19;2ca3ebe3;бессрочно;304cf94d;Оплата;301.61;Отказ;WEB;Москва;Москва, алл. Тельмана, д. 96 к. 6/4
116901272;2024-05-26 05:06:17;538bdf16;6-12350;1977-08-29;011868f2;бессрочно;4eae5bed;Оплата;531703.36;Отказ;WEB;Москва;Москва, наб. 60 лет Октября, д. 714 к. 7
833302086;2024-05-26 05:06:19;35c8474e;9-33471;2005-06-29;d8fbab40;2025-06-24;f6cbe127;Пополнение;400.0;Отказ;ATM;Махачкала;Махачкала, пер. Трудовой, д. 50
372456059;2024-05-26 05:06:20;7df24ca0;3-27843;1945-10-20;88cdc770;бессрочно;65ccaa43;Пополнение;200.0;Успешно;ATM;Москва;Москва, ш. Вокзальное, д. 71 стр. 49
948519050;2024-05-26 05:06:21;753bdba5;7-54357;1947-10-16;5985bb3a;бессрочно;6f58f235;Снятие;41900.0;Отказ;ATM;Москва;Москва, наб. Свободная, д. 9
532647925;2024-05-26 05:06:39;ab99582e;1-60251;1968-11-14;c70900cb;бессрочно;b817a2e0;Оплата;3760.45;Успешно;POS;Москва;Москва, наб. Поперечная, д. 9 стр. 76
898981833;2024-05-26 05:06:46;ce45c6ee;5-80158;1995-08-19;1f519d8d;2040-08-07;17315db8;Снятие;900.0;Успешно;ATM;Москва;Москва, бул. Радищева, д. 3
542132198;2024-05-26 05:06:57;3c26c7b5;6-88407;1963-06-18;795631df;бессрочно;91ac8738;Пополнение;900.0;Отказ;ATM;Москва;Москва, бул. Камский, д. 2/4 стр. 93
597492264;2024-05-26 05:07:04;c356c026;6-59867;1949-04-20;cffa1131;бессрочно;f1a6b195;Перевод;1315.93;Успешно;WEB;Москва;Москва, ш. Краснофлотское, д. 44
600988558;2024-05-26 05:07:07;ffc7c142;9-40318;1986-04-30;00b6dcad;2031-04-19;eb337fda;Пополнение;1200.0;Успешно;ATM;Екатеринбург;Екатеринбург, наб. Боровая, д. 82
735995254;2024-05-26 05:07:17;2256d430;1-97172;1981-12-31;105bf69f;2026-12-20;94f0e814;Перевод;61110.24;Успешно;WEB;Москва;Москва, наб. Прибрежная, д. 380 к. 38
774324157;2024-05-26 05:07:28;b2004efb;2-22580;1967-02-22;3bcb1c33;бессрочно;cfe03774;Оплата;4733.5;Успешно;WEB;Москва;Москва, ул. Воронежская, д. 4/7 стр. 5
633815926;2024-05-26 05:07:36;cac004c0;9-78958;1983-09-12;f9797230;2028-08-31;d702270c;Оплата;288030.63;Отказ;POS;Москва;Москва, ул. Октября, д. 7/3 к. 745
489896795;2024-05-26 05:07:40;9ab66f43;8-45892;1948-04-30;2ae01596;бессрочно;be214793;Снятие;100.0;Успешно;ATM;Кострома;Кострома, алл. Инженерная, д. 92 к. 73
207168652;2024-05-26 05:07:54;ac511030;8-97809;1962-10-22;248df448;бессрочно;8061e93d;Пополнение;2800.0;Отказ;ATM;Екатеринбург;Екатеринбург, алл. Омская, д. 40 к. 9
869398481;2024-05-26 05:08:03;e606cfc4;2-15649;1984-10-01;ce4ea23f;2029-09-20;55798aaf;Снятие;20700.0;Отказ;ATM;Москва;Москва, пр. Путевой, д. 982 к. 288
378913437;2024-05-26 05:08:06;f3af711e;8-44915;1977-10-11;4876001b;бессрочно;5e7629fc;Перевод;32400.0;Успешно;WEB;Москва;Москва, наб. Громова, д. 97 стр. 61
602787015;2024-05-26 05:08:09;3f40975e;8-63423;1960-03-29;a0e545a1;бессрочно;420faeca;Пополнение;900.0;Отказ;ATM;Москва;Москва, наб. Заводская, д. 2 к. 6
594121816;2024-05-26 05:08:10;ce1cc172;6-24186;1970-04-30;879909a1;бессрочно;d12433ec;Пополнение;6900.0;Успешно;ATM;Санкт-Петербург;Санкт-Петербург, ул. Ленская, д. 4 к. 20
942372701;2024-05-26 05:08:10;ccd30d2c;8-19015;1970-07-21;ebbdb3da;бессрочно;6113ef9e;Снятие;1200.0;Успешно;ATM;Москва;Москва, алл. Волжская, д. 42
495571344;2024-05-26 05:08:22;35c8474e;9-33471;2005-06-29;d8fbab40;2025-06-24;f6cbe127;Пополнение;100.0;Успешно;ATM;Махачкала;Махачкала, пер. Трудовой, д. 50
808827639;2024-05-26 05:08:24;ab6e2d4d;6-66877;1995-01-11;d0332283;2039-12-31;53e74cdc;Оплата;24852.62;Успешно;POS;Москва;Москва, ул. Дальняя, д. 36 стр. 46
610559850;2024-05-26 05:08:27;ab99582e;1-60251;1968-11-14;c70900cb;бессрочно;b817a2e0;Оплата;3783.76;Отказ;POS;Москва;Москва, наб. Поперечная, д. 9 стр. 76
933532262;2024-05-26 05:08:37;a5b6b4ee;4-67652;1948-11-30;6075892e;бессрочно;6bbba65a;Оплата;2694.55;Успешно;POS;Москва;Москва, ул. Комсомольская, д. 75 к. 42
959928096;2024-05-26 05:08:58;753bdba5;7-54357;1947-10-16;5985bb3a;бессрочно;6f58f235;Снятие;43400.0;Успешно;ATM;Москва;Москва, наб. Свободная, д. 9
537996152;2024-05-26 05:09:09;538bdf16;6-12350;1977-08-29;011868f2;бессрочно;4eae5bed;Оплата;321450.8;Успешно;WEB;Москва;Москва, наб. 60 лет Октября, д. 714 к. 7
491774762;2024-05-26 05:09:11;034e2156;4-53090;2003-12-29;1f8d7a02;2048-12-17;00388a3a;Оплата;6686.87;Успешно;POS;Тула;Тула, пр. Терешковой, д. 9/1 стр. 5
151016966;2024-05-26 05:09:12;cac004c0;9-78958;1983-09-12;f9797230;2028-08-31;d702270c;Оплата;478379.8;Успешно;POS;Москва;Москва, ул. Октября, д. 7/3 к. 745
487944860;2024-05-26 05:09:17;ce1cc172;6-24186;1970-04-30;879909a1;бессрочно;d12433ec;Пополнение;9600.0;Успешно;ATM;Санкт-Петербург;Санкт-Петербург, ул. Ленская, д. 4 к. 20
677213437;2024-05-26 05:09:24;ad54bc17;9-37267;2006-01-29;3604a03c;2026-01-24;6fc458f0;Пополнение;400.0;Успешно;ATM;Москва;Москва, пер. Красногвардейский, д. 6/1 стр. 89
204494136;2024-05-26 05:09:31;860cecc8;1-63144;1952-07-24;be929ae5;бессрочно;1067d06b;Перевод;950.36;Успешно;WEB;Москва;Москва, пер. Радужный, д. 56 к. 3/4
862541792;2024-05-26 05:09:36;860cecc8;1-63144;1952-07-24;be929ae5;бессрочно;1067d06b;Оплата;580444.67;Успешно;WEB;Хабаровск;Хабаровск, пр. Блюхера, д. 27
806044528;2024-05-26 05:09:39;db1fb1f2;6-35043;1990-12-03;fe2659fe;2035-11-22;ca780aa1;Оплата;199477.92;Успешно;WEB;Москва;Москва, пр. Машиностроителей, д. 834
736077772;2024-05-26 05:09:57;3c26c7b5;6-88407;1963-06-18;795631df;бессрочно;91ac8738;Пополнение;400.0;Отказ;ATM;Москва;Москва, бул. Камский, д. 2/4 стр. 93
490007142;2024-05-26 05:10:04;78cbd829;4-19249;1971-01-26;65a659f5;бессрочно;6fad8541;Пополнение;300.0;Отказ;ATM;Тула;Тула, наб. Титова, д. 3/6
126229567;2024-05-26 05:10:07;bba9632a;6-93027;1972-05-12;ee6ed070;бессрочно;bcb74bc7;Пополнение;3500.0;Успешно;ATM;Москва;Москва, алл. Заводская, д. 3/4 стр. 60
280701203;2024-05-26 05:10:14;fe4d80b9;2-22532;1985-05-08;dc9173f5;2030-04-27;b06e5556;Оплата;60896.65;Отказ;POS;Москва;Москва, ш. Тихое, д. 7 к. 22
315237414;2024-05-26 05:10:16;7002eb89;9-66411;1976-03-02;86b37aa1;бессрочно;2d61d461;Снятие;800.0;Отказ;ATM;Москва;Москва, пер. Ростовский, д. 572 к. 9
321723771;2024-05-26 05:10:34;c5675331;1-56772;1955-03-13;ae8d2b87;бессрочно;9edeb4aa;Снятие;1600.0;Успешно;ATM;Москва;Москва, ш. Гвардейское, д. 421 стр. 5/6
424944353;2024-05-26 05:10:37;88ae8040;3-52768;1976-01-30;dc78c419;бессрочно;0304a4aa;Снятие;200.0;Отказ;ATM;Москва;Москва, ш. Правды, д. 6/8 к. 46
553175865;2024-05-26 05:10:38;ad54bc17;9-37267;2006-01-29;3604a03c;2026-01-24;6fc458f0;Пополнение;500.0;Отказ;ATM;Москва;Москва, пер. Красногвардейский, д. 6/1 стр. 89
595358647;2024-05-26 05:10:41;f4f8dfa8;7-70377;1961-01-16;e44b91b3;бессрочно;72ea8013;Пополнение;100.0;Успешно;ATM;Москва;Москва, бул. Коммунистический, д. 5/2 к. 4
740179926;2024-05-26 05:10:43;5d6ea4a7;5-27958;1957-11-02;502c1163;бессрочно;60b64502;Пополнение;2400.0;Успешно;ATM;Москва;Москва, ш. Ленское, д. 1
674845593;2024-05-26 05:11:06;0460c9a5;7-45529;1961-09-11;e0085e11;бессрочно;d5ef2cff;Снятие;700.0;Успешно;ATM;Москва;Москва, бул. Крымский, д. 3/6 стр. 72
866095049;2024-05-26 05:11:09;3f40975e;8-63423;1960-03-29;a0e545a1;бессрочно;420faeca;Пополнение;200.0;Успешно;ATM;Москва;Москва, наб. Заводская, д. 2 к. 6
